price,carat,clarity,cut,color,depth,table,x,y,z,date
802,0.34,VS2,Ideal,D,61.9,55,4.49,4.52,2.79,2/25/2014
11435,1.58,VVS1,Ideal,I,61.9,55,7.47,7.51,4.64,2/25/2014
3838,1.12,SI2,Premium,G,61,60,6.7,6.64,4.07,2/25/2014
492,0.24,VVS2,Very Good,F,61.9,56,3.97,4.01,2.47,2/25/2014
2201,0.83,VS2,Ideal,I,62.9,56,5.98,5.94,3.75,2/25/2014
3183,0.72,SI1,Very Good,E,63.3,56,5.67,5.71,3.6,2/25/2014
645,0.32,VS1,Premium,G,61.7,58,4.38,4.41,2.71,2/25/2014
3676,1.01,SI1,Good,I,64.1,59,6.24,6.21,3.99,3/6/2014
988,0.31,VVS1,Ideal,E,61,57,4.36,4.33,2.65,3/6/2014
13097,1.71,SI2,Ideal,E,62.7,55,7.69,7.62,4.8,3/6/2014
2377,0.78,SI1,Premium,I,60.8,60,5.97,5.94,3.62,3/6/2014
4751,1.01,SI2,Premium,E,61.5,58,6.43,6.4,3.95,3/6/2014
1595,0.52,VS2,Ideal,G,60.8,57,5.19,5.21,3.16,3/6/2014
2932,0.7,VVS1,Premium,G,62,61,5.71,5.62,3.51,3/6/2014
911,0.3,VS2,Ideal,D,61.3,57,4.36,4.32,2.66,3/6/2014
2545,0.81,SI2,Very Good,G,63.4,58,5.87,5.92,3.74,3/6/2014
2973,0.75,VS1,Ideal,G,62.3,57,5.83,5.86,3.64,3/6/2014
1409,0.38,IF,Very Good,E,62.5,59,4.61,4.64,2.89,3/6/2014
2063,0.64,VS2,Fair,F,57,62.5,5.67,5.78,3.26,3/6/2014
13027,2.44,SI2,Premium,I,61.4,56,8.74,8.7,5.35,3/6/2014
828,0.32,VS1,Ideal,G,60.5,56,4.44,4.42,2.68,3/6/2014
1008,0.39,VVS1,Ideal,G,61.8,54.4,4.69,4.73,2.92,3/6/2014
1286,0.5,SI1,Premium,G,62.8,61,5.01,4.99,3.14,3/6/2014
774,0.43,VS1,Ideal,F,61.9,56,4.84,4.85,3,3/6/2014
1819,0.56,VS2,Ideal,E,61.7,54,5.28,5.35,3.28,3/6/2014
826,0.34,VVS2,Ideal,E,62.3,55,4.49,4.53,2.81,3/6/2014
521,0.33,VS1,Premium,I,61.1,59,4.44,4.47,2.72,3/6/2014
1240,0.4,VVS2,Ideal,I,62,56,4.74,4.77,2.95,3/6/2014
14597,2.01,SI1,Good,I,59.4,63,8.18,8.26,4.88,3/6/2014
3508,1.19,I1,Very Good,E,60.2,61,6.87,6.91,4.15,3/6/2014
641,0.4,VS1,Ideal,J,60.4,56,4.77,4.8,2.89,3/6/2014
726,0.31,VVS2,Ideal,G,62,56,4.33,4.35,2.69,3/6/2014
4535,1,SI1,Good,E,63.5,62,6.27,6.4,4.02,3/6/2014
1401,0.58,SI1,Very Good,F,59.9,58,5.35,5.4,3.22,3/6/2014
11108,1.31,VVS2,Very Good,G,62.2,59,6.91,6.98,4.32,3/6/2014
1600,0.58,VS2,Ideal,H,62.4,58,5.3,5.34,3.32,3/6/2014
1933,0.62,VS1,Premium,G,59.8,58,5.55,5.58,3.33,3/6/2014
1721,0.53,VS2,Ideal,E,62.4,56,5.16,5.2,3.23,3/6/2014
802,0.31,VVS2,Very Good,H,63.4,56,4.32,4.29,2.73,3/6/2014
1706,0.51,VS1,Very Good,F,61,59,5.16,5.1,3.13,3/6/2014
4155,1,SI2,Ideal,F,62.7,57,6.34,6.29,3.96,3/6/2014
13553,2.22,SI2,Premium,F,59.2,59,8.54,8.46,5.03,3/6/2014
6159,1.01,VS2,Very Good,F,61.5,57,6.4,6.48,3.96,3/6/2014
803,0.34,SI1,Premium,D,62.7,59,4.45,4.42,2.78,3/6/2014
1087,0.42,VS2,Premium,G,59.5,59,4.89,4.83,2.89,3/6/2014
2767,0.7,VVS2,Good,H,62.1,64,5.62,5.65,3.5,3/6/2014
6742,1.47,SI2,Premium,I,62.4,55,7.34,7.24,4.55,3/6/2014
1094,0.56,VS2,Ideal,J,61.7,54,5.31,5.36,3.29,3/6/2014
2882,0.73,VS2,Premium,F,59.9,58,5.87,5.84,3.51,3/6/2014
17658,2.02,SI1,Very Good,F,60.1,60,8.21,8.29,4.96,3/6/2014
12140,2.12,SI2,Premium,J,62.3,61,8.21,8.16,5.1,3/6/2014
753,0.36,VS1,Ideal,E,61.5,55,4.58,4.66,2.84,3/6/2014
995,0.34,VVS1,Very Good,H,63.2,58,4.45,4.41,2.8,3/6/2014
5335,1.34,SI2,Very Good,J,62.7,56,7.05,7.08,4.43,3/6/2014
1732,0.51,SI1,Ideal,E,61.7,56,5.13,5.17,3.18,3/6/2014
2326,0.72,VS2,Very Good,I,62.1,57.5,5.72,5.74,3.57,3/6/2014
10278,1.61,SI2,Premium,D,61.3,58,7.56,7.49,4.61,3/6/2014
4338,1.23,VS2,Premium,J,58,61,7.07,7.03,4.09,3/6/2014
814,0.32,VVS1,Ideal,G,61.2,55,4.41,4.44,2.71,3/6/2014
1378,0.5,SI1,Ideal,F,62.7,57,5.09,5.06,3.18,3/6/2014
11968,2.03,SI2,Very Good,J,60.9,60,8.1,8.21,4.97,3/6/2014
15197,1.54,VVS2,Ideal,G,62.5,57,7.36,7.3,4.58,3/6/2014
3553,0.71,VS2,Ideal,E,61.6,56,5.73,5.77,3.54,3/6/2014
526,0.24,VVS2,Ideal,E,61.3,57,4,4.02,2.46,3/6/2014
2988,1.03,I1,Very Good,G,63.2,58,6.44,6.34,4.04,3/6/2014
6352,1,VS2,Very Good,F,62.9,55,6.34,6.38,4,3/6/2014
1238,0.4,IF,Ideal,H,62.7,57,4.7,4.68,2.94,3/6/2014
9178,1.51,VS2,Very Good,I,60.4,58,7.36,7.42,4.46,3/6/2014
8958,1,VVS2,Ideal,F,61.7,53,6.46,6.48,3.99,3/6/2014
4389,1,SI1,Good,H,63.4,56,6.34,6.37,4.03,3/6/2014
625,0.31,VS1,Good,G,63.2,56,4.28,4.29,2.71,3/6/2014
3001,0.6,VVS1,Ideal,G,62.1,56,5.42,5.43,3.37,3/6/2014
4751,1.01,SI2,Ideal,E,61.2,54,6.52,6.49,3.98,3/6/2014
4875,1.01,SI1,Premium,G,59.9,56,6.6,6.45,3.91,3/6/2014
1417,0.55,SI1,Very Good,E,64.2,55,5.18,5.2,3.33,3/6/2014
1332,0.58,SI1,Premium,H,59.7,57,5.47,5.41,3.25,3/6/2014
710,0.3,VS2,Very Good,D,60.3,60,4.28,4.31,2.59,3/6/2014
844,0.3,VS2,Premium,E,61.9,61,4.32,4.28,2.66,3/6/2014
2056,0.7,SI2,Premium,G,61.8,61,5.66,5.63,3.49,3/6/2014
1389,0.42,VVS1,Ideal,F,62,55,4.84,4.81,2.99,3/6/2014
470,0.27,VS2,Very Good,E,59.5,56,4.2,4.31,2.53,3/6/2014
12551,1.51,VS2,Premium,G,60.7,60,7.4,7.36,4.48,3/6/2014
876,0.41,SI1,Premium,H,60.5,58,4.85,4.81,2.92,3/6/2014
829,0.35,VS1,Ideal,E,62.3,56,4.5,4.52,2.81,3/6/2014
648,0.36,SI1,Ideal,H,61.5,57,4.6,4.57,2.82,3/6/2014
935,0.41,VS2,Ideal,E,62.1,56,4.74,4.76,2.95,3/6/2014
4641,1.12,SI2,Premium,H,59.7,60,6.77,6.72,4.03,3/6/2014
3136,1,SI2,Fair,E,66.6,59,6.07,6.01,4.02,3/6/2014
1819,0.55,SI1,Premium,D,60.7,58,5.3,5.24,3.2,3/6/2014
738,0.41,SI1,Good,D,63.2,58,4.72,4.77,3,3/6/2014
1814,0.72,SI2,Very Good,I,63.2,62,5.71,5.67,3.59,3/6/2014
5331,1.12,SI2,Ideal,H,63.6,56,6.68,6.54,4.19,3/6/2014
4911,1.04,VS2,Very Good,H,63.2,58,6.45,6.42,4.07,3/6/2014
889,0.41,VVS2,Very Good,G,59.1,60,4.84,4.87,2.87,3/6/2014
5561,1.04,VS2,Premium,H,61.2,59,6.57,6.51,4,3/6/2014
2958,0.79,VS1,Ideal,I,62.2,57,5.89,5.94,3.68,3/6/2014
6441,0.9,VS1,Premium,D,61.2,58,6.27,6.25,3.83,3/6/2014
1641,0.58,SI1,Premium,E,62.7,58,5.33,5.32,3.34,3/6/2014
1659,0.65,VS2,Fair,I,65.1,55.6,5.44,5.5,3.56,3/6/2014
3845,0.91,SI2,Premium,F,60.8,59,6.28,6.25,3.81,3/6/2014
6002,1.07,SI1,Very Good,D,60.2,55,6.64,6.68,4.01,3/6/2014
5745,1.08,VS2,Ideal,H,61.9,54,6.61,6.64,4.1,4/11/2014
9262,1.27,VS1,Ideal,G,59.6,57,7.06,7.09,4.22,4/11/2014
11312,2.01,SI2,Good,I,56.9,59,8.41,8.3,4.74,4/11/2014
8000,1.37,VS2,Ideal,I,61.6,55,7.13,7.16,4.4,4/11/2014
1050,0.4,IF,Ideal,I,62.4,56,4.73,4.7,2.94,4/11/2014
3282,0.9,SI1,Good,H,66.1,57,5.94,5.99,3.94,4/11/2014
452,0.31,VS2,Ideal,I,61.6,55,4.37,4.4,2.7,4/11/2014
1646,0.52,VS2,Premium,E,60.9,58,5.2,5.18,3.16,4/11/2014
2789,0.81,SI2,Good,G,61,61,5.94,5.99,3.64,4/11/2014
868,0.33,IF,Premium,H,61.8,60,4.4,4.44,2.73,4/11/2014
16412,2.03,SI2,Very Good,E,63.7,58,7.91,7.94,5.05,4/11/2014
3223,0.51,VVS2,Ideal,D,61.3,56,5.14,5.15,3.16,4/11/2014
434,0.33,SI2,Very Good,G,62.9,55,4.41,4.46,2.79,4/11/2014
525,0.25,VVS1,Very Good,G,61.8,57,4.04,4.07,2.5,4/11/2014
1092,0.39,VS1,Premium,F,60.6,55,4.77,4.73,2.88,4/11/2014
2617,0.82,SI1,Ideal,H,62.4,56,6.05,6,3.76,4/11/2014
11263,1.51,VS1,Very Good,H,63.2,60,7.23,7.17,4.55,4/11/2014
4243,0.76,VS1,Ideal,D,62,56,5.84,5.87,3.63,4/11/2014
8949,2.01,SI2,Very Good,J,59.3,63,8.28,8.22,4.89,4/11/2014
12273,1.05,VVS1,Ideal,F,61.4,57,6.51,6.53,4,4/11/2014
675,0.31,VS1,Very Good,F,61.2,55,4.35,4.37,2.67,4/11/2014
575,0.25,VVS2,Very Good,E,63.4,58,3.97,4.01,2.53,4/11/2014
3701,0.71,VS1,Ideal,F,61,56,5.77,5.8,3.53,4/11/2014
2339,0.7,SI1,Premium,D,62.1,62,5.63,5.58,3.48,4/11/2014
12210,1.28,VS1,Premium,E,60.8,60,7.03,6.98,4.26,4/11/2014
4368,1.04,SI2,Ideal,H,61.1,56,6.66,6.6,4.05,4/11/2014
7291,1.5,SI2,Premium,H,62.3,59,7.27,7.21,4.52,4/11/2014
11560,1.51,SI1,Very Good,F,62.8,59,7.28,7.31,4.58,4/11/2014
665,0.3,VVS1,Ideal,H,61.1,58,4.33,4.35,2.65,4/11/2014
8317,1.02,VS1,Very Good,E,62.9,54,6.38,6.46,4.04,4/11/2014
367,0.3,SI2,Ideal,I,62.4,54,4.32,4.34,2.7,4/11/2014
5405,1.27,SI2,Ideal,F,62,55,6.95,6.9,4.3,4/11/2014
5504,1.46,SI2,Fair,G,64.6,54,7.11,7.03,4.57,4/11/2014
8079,1.34,VVS2,Ideal,I,61.4,56,7.07,7.09,4.35,4/11/2014
732,0.31,VVS1,Ideal,I,61.4,54,4.41,4.38,2.7,4/11/2014
5522,1.2,SI1,Very Good,I,62.6,59,6.75,6.71,4.21,4/11/2014
544,0.31,SI1,Very Good,E,60.1,61,4.35,4.4,2.63,4/11/2014
2192,0.61,VS1,Premium,G,62.7,57,5.43,5.36,3.38,4/11/2014
1637,0.62,SI1,Ideal,F,62.7,54,5.47,5.53,3.45,4/11/2014
906,0.35,VS2,Premium,F,61.4,59,4.56,4.53,2.79,4/11/2014
589,0.32,SI1,Very Good,D,63,58,4.36,4.4,2.76,4/11/2014
541,0.29,VVS2,Very Good,H,61.2,56,4.26,4.29,2.61,4/11/2014
3229,0.7,VS1,Premium,D,61.6,60,5.63,5.6,3.46,4/11/2014
16390,2.14,VS2,Premium,H,61.7,58,8.28,8.22,5.09,4/11/2014
3475,0.91,SI1,Premium,H,60.9,58,6.22,6.26,3.8,4/11/2014
625,0.31,VVS2,Ideal,H,62.4,56,4.34,4.38,2.72,4/11/2014
1134,0.63,SI1,Good,J,59.9,64,5.63,5.58,3.36,4/11/2014
803,0.32,VVS2,Ideal,D,61.2,56,4.39,4.43,2.7,4/11/2014
723,0.33,VS2,Ideal,E,61.5,57,4.41,4.47,2.73,4/11/2014
1033,0.38,VVS1,Premium,H,59.1,58,4.76,4.71,2.8,4/11/2014
926,0.32,VVS1,Ideal,F,62.3,56,4.35,4.38,2.72,4/11/2014
1412,0.53,VS2,Ideal,H,62.6,57,5.17,5.15,3.23,4/11/2014
10473,1.53,SI1,Very Good,H,63.4,55,7.3,7.34,4.64,4/11/2014
9660,1.23,VS1,Ideal,F,62.5,54,6.82,6.85,4.27,4/11/2014
5401,1.09,VS1,Ideal,I,62.7,54,6.6,6.54,4.12,4/11/2014
505,0.23,VVS2,Very Good,E,61.6,61,3.92,3.97,2.43,4/11/2014
16931,2.13,SI2,Premium,G,60.7,60,8.37,8.27,5.05,4/11/2014
3402,0.81,VS1,Premium,G,61.7,59,6.07,5.96,3.71,4/11/2014
2689,0.77,SI2,Ideal,E,62.3,57,5.88,5.91,3.67,4/11/2014
4491,1.08,SI2,Ideal,H,61.8,55,6.57,6.6,4.07,4/11/2014
4197,1.01,SI2,Good,F,64.3,59,6.33,6.26,4.05,4/11/2014
1359,0.51,SI2,Ideal,D,62.5,55,5.15,5.12,3.21,4/11/2014
4153,1.03,SI2,Premium,H,62.3,59,6.46,6.42,4.01,4/11/2014
13756,1.7,VS2,Ideal,H,62.2,57,7.67,7.63,4.76,4/11/2014
5177,1.07,VS2,Premium,G,59.8,58,6.67,6.63,3.98,4/11/2014
18062,2,SI1,Ideal,H,61.8,57,8.1,8.15,5.02,4/11/2014
7453,1.34,SI2,Very Good,D,61.7,58,7.04,7.1,4.36,4/11/2014
1175,0.52,SI2,Very Good,E,62.4,59,5.13,5.16,3.21,4/11/2014
1566,0.53,SI1,Ideal,D,62.3,56,5.15,5.18,3.22,4/11/2014
526,0.3,SI1,Premium,E,61.3,60,4.24,4.28,2.61,4/11/2014
5273,1.01,SI1,Premium,G,62.9,61,6.35,6.33,3.99,4/11/2014
6600,1,VS2,Very Good,E,62.8,60,6.32,6.36,3.98,4/11/2014
4603,1.03,SI1,Ideal,H,62.3,56,6.48,6.45,4.03,4/11/2014
6089,1.01,VS2,Good,F,62.5,62,6.32,6.38,3.97,4/11/2014
11826,1.51,VVS2,Good,H,63.1,59,7.26,7.28,4.59,4/11/2014
8362,1.22,VS2,Premium,G,61.8,58,6.91,6.84,4.25,4/11/2014
10463,1,VVS1,Very Good,E,62.7,54,6.36,6.39,4,4/11/2014
702,0.32,VS2,Ideal,E,62.1,55,4.36,4.4,2.72,4/11/2014
8964,1.2,VS2,Premium,F,62.8,59,6.78,6.69,4.23,4/11/2014
1942,0.5,VVS2,Very Good,F,62.7,56,5.08,5.03,3.17,4/11/2014
948,0.33,VVS1,Very Good,D,61.2,59,4.4,4.43,2.7,4/11/2014
2403,0.61,VVS2,Very Good,G,62.4,55,5.44,5.47,3.4,4/11/2014
14709,1.51,VS2,Good,E,62.6,60,7.22,7.28,4.54,4/11/2014
1094,0.53,SI1,Ideal,I,61.5,56,5.21,5.23,3.21,4/11/2014
2538,0.59,VVS2,Premium,D,62.6,58,5.4,5.34,3.36,4/11/2014
16776,2.01,SI2,Good,D,59.9,65,8.07,8,4.81,4/11/2014
3074,0.78,VS2,Very Good,G,61.7,58,5.87,5.92,3.64,4/11/2014
689,0.34,VS1,Premium,I,59.5,59,4.59,4.55,2.72,4/11/2014
4711,0.95,SI1,Very Good,E,62.8,59,6.21,6.25,3.91,4/11/2014
15254,2.19,SI2,Ideal,I,62.5,56,8.31,8.24,5.18,4/11/2014
4369,0.9,VS2,Very Good,G,62.5,58,6.1,6.15,3.83,4/11/2014
539,0.31,VS1,Good,H,64,59,4.25,4.28,2.73,4/11/2014
1117,0.38,VVS2,Ideal,F,61,57,4.69,4.72,2.87,6/30/2014
13329,1.52,SI1,Ideal,D,61.2,57,7.47,7.4,4.55,6/30/2014
2037,1.04,I1,Fair,I,67.3,56,6.34,6.23,4.22,6/30/2014
1084,0.55,SI1,Ideal,H,62.2,54,5.24,5.28,3.27,6/30/2014
408,0.24,VS2,Ideal,F,61.8,57,3.97,3.99,2.46,6/30/2014
3257,0.76,VS2,Ideal,F,61,55,5.89,5.92,3.6,6/30/2014
630,0.35,VS2,Premium,I,61.2,58,4.57,4.55,2.79,6/30/2014
2337,0.73,VS2,Very Good,H,63.1,57.3,5.65,5.7,3.59,6/30/2014
2464,0.7,SI2,Very Good,E,61.5,59,5.7,5.74,3.52,6/30/2014
15475,2.01,VS1,Premium,I,61.5,62,8.07,7.94,4.92,6/30/2014
3003,1.01,SI2,Fair,D,64.6,56,6.31,6.24,4.05,6/30/2014
863,0.3,VVS1,Ideal,F,60.5,56,4.34,4.45,2.66,6/30/2014
2074,0.64,SI1,Premium,D,62.3,58,5.53,5.49,3.43,6/30/2014
842,0.32,VVS1,Very Good,G,58.1,59,4.49,4.53,2.62,6/30/2014
1399,0.56,SI2,Ideal,D,61,57,5.3,5.34,3.24,6/30/2014
477,0.34,SI1,Premium,H,60.2,58,4.48,4.52,2.71,6/30/2014
942,0.31,VS2,Premium,D,62.3,55,4.35,4.32,2.7,6/30/2014
818,0.4,VS1,Very Good,H,61.3,59,4.79,4.74,2.92,6/30/2014
3723,0.96,SI2,Very Good,G,62.6,59,6.18,6.29,3.9,6/30/2014
14242,1.5,VS2,Very Good,F,61.3,61,7.33,7.36,4.5,6/30/2014
788,0.35,SI1,Premium,E,59.7,60,4.58,4.53,2.72,6/30/2014
1698,0.56,VS2,Ideal,G,62.1,56,5.31,5.29,3.29,6/30/2014
4580,0.9,VS2,Good,E,63.1,58,6.11,6.15,3.87,6/30/2014
603,0.32,VS2,Good,G,56.7,64,4.52,4.55,2.57,6/30/2014
6597,1.26,SI1,Ideal,I,62.6,57,6.89,6.92,4.32,6/30/2014
5291,1.12,SI1,Premium,H,62,56,6.68,6.61,4.12,6/30/2014
2509,0.58,VVS2,Ideal,F,62,56,5.32,5.36,3.31,6/30/2014
10655,1.51,VS1,Premium,H,59.6,60,7.5,7.41,4.44,6/30/2014
6504,1.09,VS2,Premium,G,60.9,56,6.7,6.67,4.07,6/30/2014
2513,0.7,VVS1,Ideal,I,62.3,55,5.64,5.7,3.53,6/30/2014
11578,1.63,SI1,Premium,G,59.9,60,7.64,7.61,4.57,6/30/2014
416,0.33,SI2,Ideal,F,61.4,55,4.46,4.5,2.75,6/30/2014
9650,1.09,VS1,Ideal,D,62.3,56,6.63,6.59,4.12,6/30/2014
5826,1.03,VS2,Premium,G,63,59,6.45,6.4,4.05,6/30/2014
11464,1.5,VS2,Premium,H,61.8,59,7.35,7.3,4.53,6/30/2014
2839,0.71,VS1,Ideal,F,61.5,57,5.74,5.71,3.52,6/30/2014
844,0.37,VVS2,Very Good,E,59.7,61,4.67,4.71,2.8,6/30/2014
12085,1.61,SI1,Ideal,F,62.6,58,7.44,7.48,4.67,6/30/2014
8387,1.51,SI1,Fair,F,65.8,56,7.16,7.12,4.7,6/30/2014
743,0.33,VS2,Ideal,G,62.8,54,4.42,4.4,2.77,6/30/2014
4022,1.5,I1,Premium,H,62.9,60,7.31,7.22,4.57,6/30/2014
13205,2.14,SI2,Premium,J,61.5,59,8.25,8.3,5.11,6/30/2014
3895,1.01,SI2,Good,F,61.5,61,6.33,6.38,3.91,6/30/2014
6561,1.07,SI1,Ideal,E,61.4,55,6.57,6.62,4.05,6/30/2014
1923,0.6,VS2,Ideal,F,58.6,60,5.54,5.62,3.27,6/30/2014
1356,0.54,SI1,Premium,G,60.8,59,5.27,5.23,3.19,6/30/2014
3989,0.9,VS2,Very Good,H,62.1,57,6.16,6.23,3.85,6/30/2014
2042,0.74,SI2,Premium,I,59.8,58,5.93,5.88,3.53,6/30/2014
3724,0.9,SI2,Good,E,62.1,63,6.09,6.12,3.79,6/30/2014
1024,0.35,VVS2,Ideal,G,61,57,4.58,4.54,2.78,6/30/2014
7192,1.03,VS2,Premium,E,61.2,59,6.53,6.47,3.98,6/30/2014
1105,0.41,VVS2,Premium,D,62.2,58,4.78,4.8,2.98,6/30/2014
1575,0.52,VS1,Ideal,H,62,55.4,5.16,5.21,3.21,6/30/2014
17451,2.31,VS1,Premium,J,62.3,61,8.55,8.43,5.29,6/30/2014
1838,0.51,VS1,Very Good,D,63.1,58,5.05,5.1,3.2,6/30/2014
891,0.32,IF,Premium,G,59.4,60,4.45,4.47,2.65,6/30/2014
1577,0.53,VS1,Ideal,H,61.6,57,5.18,5.24,3.21,6/30/2014
2886,0.73,SI1,Ideal,E,61.4,56,5.79,5.81,3.56,6/30/2014
3169,0.77,SI1,Ideal,F,61.4,55,5.93,5.95,3.65,6/30/2014
16505,2.03,SI2,Ideal,G,62.5,56,8.1,8.05,5.05,6/30/2014
575,0.25,VVS2,Very Good,D,58.8,59,4.11,4.16,2.43,6/30/2014
1274,0.51,SI1,Ideal,F,62.8,57,5.09,5.07,3.19,6/30/2014
1437,0.51,SI1,Ideal,E,60.8,57,5.17,5.22,3.16,6/30/2014
1265,0.59,SI2,Very Good,F,63.7,57,5.31,5.36,3.4,6/30/2014
1107,0.41,VS2,Ideal,F,60.9,57,4.78,4.74,2.9,6/30/2014
757,0.31,VS2,Ideal,F,61.6,55,4.36,4.38,2.69,6/30/2014
2422,0.76,SI2,Very Good,G,62,57,5.82,5.86,3.62,6/30/2014
6353,1.01,VS1,Very Good,G,60.7,63,6.4,6.38,3.88,6/30/2014
2838,0.7,VS2,Premium,F,62.3,58,5.72,5.64,3.54,6/30/2014
2961,0.77,VS1,Very Good,H,62.8,58,5.75,5.78,3.62,6/30/2014
4303,0.91,SI1,Very Good,D,62.8,57,6.12,6.17,3.86,6/30/2014
1235,0.42,VVS1,Ideal,G,61.6,55,4.85,4.82,2.98,6/30/2014
2056,0.7,SI2,Ideal,G,62.9,56,5.69,5.66,3.57,6/30/2014
759,0.37,VS2,Ideal,F,61.7,55,4.61,4.73,2.88,6/30/2014
3163,0.79,SI1,Ideal,F,61.3,56,5.96,6.01,3.67,6/30/2014
2723,0.78,SI1,Good,E,57.9,62,6.06,6.03,3.5,6/30/2014
658,0.3,VS1,Very Good,F,61.9,59,4.26,4.3,2.65,6/30/2014
6368,1.31,VS2,Premium,H,62.1,58,7.01,6.86,4.31,6/30/2014
2867,0.82,SI2,Premium,F,59.7,57,6.14,6.12,3.66,6/30/2014
2893,0.71,VS1,Very Good,F,62.6,55,5.66,5.71,3.56,6/30/2014
3293,0.8,SI1,Very Good,E,63.1,57,5.94,5.86,3.72,6/30/2014
708,0.4,SI1,Very Good,D,60,56,4.82,4.85,2.9,6/30/2014
6412,1.02,VS2,Ideal,F,62.1,57,6.44,6.37,3.98,6/30/2014
2525,0.71,VS1,Ideal,I,61.5,55,5.73,5.78,3.54,6/30/2014
5368,1.22,SI1,Premium,I,62.1,59,6.8,6.86,4.24,6/30/2014
6424,1.29,SI1,Ideal,H,62.6,56,6.96,6.93,4.35,6/30/2014
3516,0.71,VS2,Ideal,F,61.5,55,5.74,5.77,3.54,6/30/2014
1637,0.54,VS2,Premium,G,58.7,62,5.36,5.34,3.14,6/30/2014
878,0.3,VVS1,Premium,H,62.3,58,4.32,4.29,2.68,6/30/2014
876,0.37,VS1,Ideal,E,61.2,56,4.64,4.67,2.85,6/30/2014
8348,1.21,VS1,Ideal,E,62.2,57,6.83,6.8,4.24,6/30/2014
6827,1.01,VS2,Premium,D,61,59,6.44,6.41,3.92,6/30/2014
3214,0.7,VS1,Premium,D,62.9,59,5.72,5.66,3.58,6/30/2014
12923,1.98,VS1,Fair,H,58.3,69,8.28,8.17,4.8,6/30/2014
3601,1.09,SI2,Premium,G,61.3,60,6.66,6.59,4.06,6/30/2014
677,0.36,VS2,Very Good,E,60.4,58,4.58,4.62,2.78,6/30/2014
1982,0.7,SI1,Fair,G,65,59,5.57,5.5,3.6,6/30/2014
6278,1.22,SI1,Very Good,G,63.4,57,6.74,6.77,4.28,6/30/2014
786,0.32,VVS2,Ideal,F,62.1,54,4.41,4.44,2.75,6/30/2014
2662,0.8,SI1,Good,G,65.3,57,5.78,5.85,3.8,6/30/2014
1274,0.64,SI1,Premium,H,60,59,5.63,5.57,3.36,6/30/2014
5174,1,SI1,Premium,E,61.1,60,6.47,6.42,3.94,6/30/2014
790,0.32,VVS2,Ideal,D,62.2,56,4.37,4.41,2.73,6/30/2014
14709,1.51,VS2,Premium,E,62.2,59,7.36,7.4,4.59,6/30/2014
2048,0.7,SI1,Fair,H,65.5,57,5.53,5.59,3.64,6/30/2014
1292,0.52,SI2,Ideal,D,61.7,55,5.17,5.2,3.2,6/30/2014
7275,1.06,VS2,Ideal,E,61.9,55,6.54,6.58,4.06,6/30/2014
4496,1,SI2,Good,E,63.3,58,6.32,6.35,4.01,6/30/2014
810,0.36,VS1,Premium,H,60.8,59,4.62,4.59,2.8,6/30/2014
679,0.4,SI2,Ideal,E,61.8,55.2,4.75,4.77,2.94,6/30/2014
4218,1,SI1,Good,G,63.1,56,6.31,6.41,4.01,6/30/2014
8101,1.01,VS1,Very Good,D,63.1,59,6.37,6.34,4.01,6/30/2014
447,0.3,SI1,Very Good,G,60.1,62,4.35,4.37,2.62,6/30/2014
4536,1.08,SI2,Ideal,H,59.3,57,6.74,6.71,3.99,6/30/2014
4805,1,SI1,Very Good,E,63.4,58,6.29,6.26,3.98,6/30/2014
1125,0.4,VS1,Ideal,E,62.2,55,4.76,4.72,2.95,6/30/2014
2676,0.56,VVS2,Ideal,F,61.1,57,5.32,5.35,3.25,7/4/2014
2804,0.72,SI1,Ideal,D,62.2,56,5.74,5.77,3.58,7/4/2014
3869,1.01,SI1,Fair,H,64.5,59,6.27,6.23,4.03,7/4/2014
2873,1,SI1,Fair,H,65.5,62,6.14,6.07,4,7/4/2014
2329,0.76,SI2,Premium,E,59.3,62,6.01,5.96,3.55,7/4/2014
5765,1.38,SI2,Ideal,J,61,56,7.22,7.26,4.42,7/4/2014
671,0.38,SI1,Ideal,H,62,54,4.66,4.72,2.91,7/4/2014
8431,1.23,IF,Ideal,H,61.3,57,6.87,6.92,4.23,7/4/2014
5779,1.2,SI2,Premium,E,60.4,58,6.95,6.89,4.18,7/4/2014
1087,0.42,VS2,Ideal,G,60.8,57,4.85,4.82,2.94,7/4/2014
9432,1.16,VS2,Ideal,F,61.4,56,6.83,6.78,4.18,7/4/2014
10827,1.55,VS2,Premium,H,62.7,57,7.42,7.36,4.63,7/4/2014
4456,1.09,SI2,Premium,G,59,58,6.78,6.72,3.98,7/4/2014
840,0.31,IF,Ideal,G,61.5,57,4.35,4.37,2.68,7/4/2014
987,0.31,IF,Ideal,E,62.2,54,4.33,4.35,2.7,7/4/2014
5152,1.06,VS2,Premium,H,61.1,59,6.58,6.51,4,7/4/2014
2581,0.73,SI2,Ideal,E,60.9,57,5.83,5.8,3.54,7/4/2014
15562,2.01,SI2,Ideal,H,60.1,57,8.24,8.2,4.94,7/4/2014
625,0.31,VS1,Ideal,G,61.5,56,4.39,4.43,2.71,7/4/2014
664,0.29,VVS2,Very Good,F,63.1,57,4.22,4.3,2.69,7/4/2014
4637,1,VS2,Good,H,63.6,61,6.21,6.25,3.96,7/4/2014
454,0.37,VS2,Premium,J,60.7,60,4.65,4.68,2.83,7/4/2014
